budget,genre,keyword,original_language,production,release_date,country,runtime,revenue,status,title,vote_average,vote_count
38000000,Drama,hippie,en,Imagine Entertainment,01-03-91,US,140,34416893,Released,The Doors,6.7,275
40000000,Comedy,marriage,en,Escape Artists,17-07-14,US,97,126069509,Released,Sex Tape,5.3,1695
40000000,Comedy,sister sister relationship,en,Laurence Mark Productions,16-02-00,DE,94,36037909,Released,Hanging Up,5,40
47000000,Horror,premonition,en,New Line Cinema,12-08-11,US,92,157887643,Released,Final Destination 5,5.9,866
0,Comedy,new york,en,Castle Rock Entertainment,16-08-99,GB,102,0,Released,Mickey Blue Eyes,5.3,140
40000000,Drama,child's point of view,en,Bel Air Entertainment,12-10-00,US,122,55707411,Released,Pay It Forward,7,432
30000000,Comedy,baseball,en,Fox 2000 Pictures,06-04-05,DE,103,50451307,Released,Fever Pitch,5.9,182
40000000,Comedy,prison,en,Paramount Pictures,20-03-08,US,102,0,Released,Drillbit Taylor,5.5,275
0,Comedy,gunslinger,en,Media Rights Capital,22-05-14,US,116,0,Released,A Million Ways to Die in the West,5.8,1468
25000000,Adventure,new york,en,Universal Pictures,01-07-94,US,108,48063435,Released,The Shadow,5.4,138
40000000,Drama,based on novel,en,Paramount Pictures,24-12-11,US,129,55247881,Released,Extremely Loud & Incredibly Close,6.9,708
40000000,Comedy,work ethic,en,Bad Robot,12-01-10,US,102,58785180,Released,Morning Glory,6.1,412
40000000,Drama,loss of mother,en,Paramount Pictures,09-11-05,US,117,46442528,Released,Get Rich or Die Tryin',6.3,186
40000000,Crime,china,en,Amen Ra Films,23-08-00,CA,117,30199105,Released,The Art of War,5.6,135
40000000,Drama,gay,en,Columbia Pictures,23-11-05,US,135,31670620,Released,Rent,6.7,155
40000000,Drama,sister sister relationship,en,Paramount Pictures,11-08-00,US,107,0,Released,Bless the Child,4.9,71
75000000,Comedy,new york,en,Paramount Pictures,02-04-99,US,90,29000000,Released,The Out-of-Towners,5,45
40000000,Fantasy,monster,en,New Line Cinema,23-08-96,US,96,49627779,Released,The Island of Dr. Moreau,4.6,147
40000000,Action,loss of family,en,Crystal Sky Worldwide,07-09-01,GB,104,27053815,Released,The Musketeer,5.2,56
35000000,Drama,england,en,Columbia Pictures,28-02-08,GB,115,0,Released,The Other Boleyn Girl,6.4,477
40000000,Drama,workaholic,en,Bel Air Entertainment,16-02-01,US,119,65754228,Released,Sweet November,6.4,278
40000000,Horror,river,en,Village Roadshow Pictures,05-04-07,US,99,62771059,Released,The Reaping,5.4,205
500000,Drama,epilepsy,en,Scorsese Productions,02-10-73,US,110,3000000,Released,Mean Streets,7.2,345
40000000,Comedy,vietnam veteran,en,Cinergi Pictures Entertainment,03-06-94,CA,128,24332324,Released,Renaissance Man,5.9,81
40000000,Action,street gang,en,TF1 Films Production,27-07-11,FR,108,60965854,Released,Colombiana,6.5,824
40000000,Fantasy,,en,Warner Bros.,15-05-98,US,86,38172500,Released,Quest for Camelot,6.9,190
40000000,Crime,murder,en,Warner Bros. Pictures,06-09-02,US,108,22433915,Released,City By The Sea,5.7,92
0,Drama,blind,en,Metro-Goldwyn-Mayer (MGM),15-01-99,US,128,0,Released,At First Sight,5.9,48
40000000,Action,ex-girlfriend,en,Village Roadshow Pictures,16-01-04,AU,84,46546197,Released,Torque,4.7,119
0,Drama,corruption,en,Columbia Pictures,16-02-96,US,111,0,Released,City Hall,6,67
45000000,Drama,dancing,en,United Artists,22-09-95,FR,128,20350754,Released,Showgirls,4.9,256
40000000,Drama,shoe,en,American Zoetrope,24-05-06,FR,123,60474340,Released,Marie Antoinette,6.5,642
40000000,Action,hoodlum,en,Twentieth Century Fox Film Corporation,21-04-95,US,101,0,Released,Kiss of Death,5.7,81
63600000,Action,ritual,en,Franchise Pictures,06-10-00,US,102,19412993,Released,Get Carter,4.8,145
42000000,Thriller,thailand,en,Summit Entertainment,09-09-12,US,113,180274123,Released,The Impossible,7,2025
55000000,Action,wilderness,en,Columbia Pictures,15-05-87,US,107,14375181,Released,Ishtar,4.2,28
40000000,Adventure,fox,en,Twentieth Century Fox Film Corporation,23-10-09,US,87,46471023,Released,Fantastic Mr. Fox,7.5,1176
40000000,Comedy,,en,Regency Enterprises,26-04-02,CA,103,16872671,Released,Life or Something Like It,5.7,124
40000000,Comedy,invisible man,en,Regency Enterprises,28-02-92,FR,99,14358033,Released,Memoirs of an Invisible Man,5.7,125
10000000,Comedy,paris,fr,France 3 Cin\u00e9ma,25-04-01,FR,122,173921954,Released,Amélie,7.8,3310
0,Comedy,twin sister,en,DiNovi Pictures,01-05-04,US,91,0,Released,New York Minute,5.5,185
60000000,Comedy,new york,en,Paramount Pictures,22-10-04,GB,103,13395939,Released,Alfie,5.6,248
40000000,Adventure,whale,en,Universal Pictures,02-02-12,GB,107,24719215,Released,Big Miracle,6.6,152
38000000,Drama,kidnapping,en,Columbia Pictures Corporation,12-03-99,US,106,28121100,Released,The Deep End of the Ocean,5.9,54
40000000,Horror,race against time,en,Milagro Films,09-08-02,DE,101,18902015,Released,FearDotCom,3.2,105
40000000,Adventure,vampire,en,Universal Pictures,23-10-09,US,109,28169671,Released,Cirque du Freak: The Vampire's Assistant,5.5,348
40000000,Action,,en,Miramax Films,26-09-03,DE,89,19322135,Released,Duplex,5.9,482
0,Comedy,duringcreditsstinger,en,Dimension Films,07-11-08,US,103,0,Released,Soul Men,6.3,47
0,Action,,en,ITC Entertainment,01-01-80,GB,115,0,Released,Raise the Titanic,5.2,21
45000000,Action,super computer,en,TriStar Pictures,05-08-99,US,82,10667893,Released,Universal Soldier: The Return,4.2,135
33000000,Action,dystopia,en,Impact Pictures,08-09-09,DE,108,20645327,Released,Pandorum,6.5,774
40000000,Action,android,en,Dimension Films,03-12-01,US,102,0,Released,Impostor,6.1,135
40000000,Action,ski,en,Paramount Pictures,27-11-02,US,93,10959475,Released,Extreme Ops,5,28
0,Comedy,time travel,en,Gaumont,06-04-01,FR,88,0,Released,Just Visiting,4.8,171
50000000,Science Fiction,saving the world,en,DNA Films,05-04-07,GB,107,32017803,Released,Sunshine,7,1182
40000000,Drama,liar,en,Paramount Pictures,07-03-12,US,91,22044277,Released,A Thousand Words,6,373
40000000,Adventure,,en,Fathom Studios,12-12-08,US,94,0,Released,Delgo,5.4,15
40000000,Action,assassin,en,StudioCanal,16-02-15,FR,115,13644292,Released,The Gunman,5.5,392
40000000,Adventure,england,en,Isle of Man Film,21-07-06,DE,93,23937870,Released,Stormbreaker,5.1,213
20000000,Thriller,kidnapping,en,Paramount Pictures,12-04-07,US,105,117760134,Released,Disturbia,6.6,1006
20000000,Action,female nudity,en,United Artists,14-09-95,US,107,7563728,Released,Hackers,6.2,398
0,Action,civil war,en,Intermedia Films,03-09-07,BA,101,0,Released,The Hunting Party,6.6,96
30000000,Comedy,suicide,en,PolyGram Filmed Entertainment,11-03-94,DE,111,0,Released,The Hudsucker Proxy,7.1,275
40000000,Action,assassin,zh,Applause Pictures,12-12-07,CN,126,0,Released,The Warlords,6.3,83
25000000,Action,,en,Wild Bunch,17-07-05,FR,112,0,Released,Nomad: The Warrior,4.3,17
39200000,Action,father son relationship,ko,CJ Entertainment,01-08-13,KR,126,86758912,Released,Snowpiercer,6.7,2854
25000000,Adventure,monster,fr,Europa Corp,12-10-11,FR,90,0,Released,A Monster in Paris,6.5,313
0,Action,,en,Touchstone Pictures,24-09-04,US,90,0,Released,The Last Shot,5.9,15
15000000,Fantasy,halloween,en,Miramax Films,11-05-94,US,102,94000000,Released,The Crow,7.3,953
40000000,Action,kingdom,te,Arka Media Works,10-07-15,IN,159,100000000,Released,Baahubali: The Beginning,7.5,135
39000000,Drama,chicago,en,New Line Cinema,14-08-09,US,107,101229792,Released,The Time Traveler's Wife,6.7,798
0,Comedy,mother,en,Universal Pictures,02-02-07,US,102,69485490,Released,Because I Said So,5.8,191
39000000,Animation,shyness,en,Tim Burton Productions,04-10-12,US,87,35287788,Released,Frankenweenie,6.6,932
39000000,Science Fiction,martial arts,en,Universal Pictures,25-08-05,US,119,38869464,Released,Serenity,7.4,1264
39000000,Romance,biography,en,Paramount Pictures,20-02-04,DE,106,6614280,Released,Against the Ropes,4.5,32
39000000,Comedy,saving the world,en,Warner Bros.,17-06-83,GB,125,75850624,Released,Superman III,5.3,490
40000000,Comedy,father son relationship,en,Gerber Pictures,25-12-13,US,113,44907260,Released,Grudge Match,6,433
80341000,Adventure,flaming arrow,zh,Metropolitan Filmexport,10-07-08,CN,150,127814609,Released,Red Cliff,7.1,205
30000000,Comedy,new york,en,Touchstone Pictures,26-09-02,US,108,180622424,Released,Sweet Home Alabama,6,394
38000000,Comedy,romantic comedy,en,Lakeshore Entertainment,24-07-09,US,96,205298907,Released,The Ugly Truth,6.4,972
0,Comedy,gulf war,en,Imagine Entertainment,29-03-96,US,90,0,Released,Sgt. Bilko,5.5,94
38000000,Action,spy,en,Dimension Films,07-08-02,US,100,119723358,Released,Spy Kids 2: The Island of Lost Dreams,5.3,521
38000000,Science Fiction,based on tv series,en,Paramount Pictures,17-11-94,US,118,120000000,Released,Star Trek: Generations,6.4,452
3860000,Action,martial arts,zh,The Weinstein Company,08-01-13,CN,130,64076736,Released,The Grandmaster,6.3,273
38000000,Drama,clown,en,Ingenious Media,15-03-11,US,120,114156230,Released,Water for Elephants,6.7,850
40000000,Adventure,,zh,Mili Pictures,20-05-14,CN,88,0,Released,Dragon Nest: Warriors' Dawn,6.8,19
50000000,Drama,prison,en,Universal Pictures,17-09-99,US,146,73956241,Released,The Hurricane,7.2,396
38000000,Drama,waitress,en,Winkler Films,24-05-02,US,114,51801187,Released,Enough,6.2,264
35000000,Crime,cons and scams,en,Davis Entertainment,23-03-01,US,123,0,Released,Heartbreakers,5.7,254
38000000,Action,shopping mall,en,Columbia Pictures,16-04-15,US,94,107597242,Released,Paul Blart: Mall Cop 2,5,567
53000000,Drama,car crash,en,Epsilon Motion Pictures,15-05-01,US,102,29700000,Released,Angel Eyes,5.6,88
38000000,Comedy,profession,en,Regency Enterprises,21-12-01,US,99,0,Released,Joe Somebody,5.5,40
38000000,Horror,new york,en,Bac Films,24-08-99,FR,133,58401898,Released,The Ninth Gate,6.3,756
38000000,Drama,new york,en,Columbia Pictures,27-09-96,US,118,17380126,Released,Extreme Measures,5.7,80
57000000,Music,rock star,en,Bel Air Entertainment,04-09-01,US,105,16991902,Released,Rock Star,6,190
10000000,Drama,aids,en,Smokewood Entertainment Group,06-11-09,US,110,47536959,Released,Precious,6.9,417
38000000,Action,sailing trip,en,Hollywood Pictures,02-02-96,US,129,10300000,Released,White Squall,6.3,86
15000000,Horror,ice,en,Universal Pictures,25-06-82,US,109,19629760,Released,The Thing,7.8,1588
38000000,Science Fiction,dystopia,en,One Race Productions,02-09-13,US,119,98337295,Released,Riddick,6.2,2035
37000000,Action,loss of son,en,Paramount Pictures,31-10-97,US,118,6482195,Released,Switchback,5.8,52
0,Action,underwear,en,Dimension Films,30-11-01,US,110,0,Released,Texas Rangers,5.4,19
55000000,Adventure,underground world,en,Playtone,07-10-08,US,90,17869048,Released,City of Ember,6.2,605
32000000,Drama,post traumatic stress  disorder,en,Ghoulardi Film Company,07-09-12,US,137,28258060,Released,The Master,7,701
38000000,Adventure,,en,Ingenious Film Partners,17-12-07,LU,93,5410749,Released,Virgin Territory,4.3,75
40000000,Drama,american football,en,Davis Entertainment,10-10-08,DE,130,9793496,Released,The Express,7.1,71
38000000,Adventure,based on novel,en,Columbia Pictures,14-01-16,US,112,109906372,Released,The 5th Wave,5.6,1945
37000000,Drama,underdog,en,New Line Cinema,25-11-15,US,133,173567581,Released,Creed,7.3,1915
37000000,Crime,based on novel,en,Legendary Pictures,15-09-10,US,125,154026136,Released,The Town,7,1468
40000000,Romance,based on novel,en,Alcon Entertainment,17-05-12,US,110,79700000,Released,What to Expect When You're Expecting,5.8,594
37000000,Comedy,blackmail,en,Mike Zoss Productions,05-09-08,US,96,163720069,Released,Burn After Reading,6.5,1222
37000000,Adventure,fictional place,en,Walden Media,03-04-08,US,96,100076342,Released,Nim's Island,5.6,330
38000000,Drama,world champion,en,Revolution Films,02-09-13,DE,123,90247624,Released,Rush,7.7,2277
37000000,Drama,farewell,en,New Line Cinema,08-12-99,US,188,48451803,Released,Magnolia,7.5,825
30000000,Action,new york,en,Warner Bros.,26-02-10,US,107,55583804,Released,Cop Out,5.3,511
38000000,Comedy,new york,en,New Line Cinema,21-01-16,US,110,112343513,Released,How to Be Single,5.9,1201
37000000,Drama,dolphin,en,Alcon Entertainment,23-09-11,US,113,95404397,Released,Dolphin Tale,6.7,163
37000000,Adventure,soulmates,en,Summit Entertainment,20-11-08,US,122,392616625,Released,Twilight,5.8,3561
36000000,Drama,father son relationship,en,New Line Cinema,15-02-02,US,116,102244770,Released,John Q,7,594
65000000,Action,robbery,en,Columbia Pictures,17-09-99,DE,93,117758500,Released,Blue Streak,6.1,352
37000000,Comedy,mexico,en,New Line Cinema,07-08-13,US,110,269994119,Released,We're the Millers,6.8,2972
36500000,Action,based on novel,ru,Art Pictures Studio,18-12-08,RU,115,21834845,Released,The Inhabited Island,5.3,23
36000000,Drama,california,en,Paramount Pictures,02-05-97,US,95,50159144,Released,Breakdown,6.6,198
36000000,Adventure,video game,en,PSO International,07-10-83,DE,134,160000000,Released,Never Say Never Again,5.8,338
36000000,Science Fiction,female nudity,en,United Artists,26-03-10,US,101,64572262,Released,Hot Tub Time Machine,6,894
36000000,Family,dolphin,en,Alcon Entertainment,12-09-14,US,107,52424533,Released,Dolphin Tale 2,6.7,96
42000000,Thriller,prison,en,Dimension Films,25-02-00,US,124,32168970,Released,Reindeer Games,5.4,173
36000000,Action,repayment,en,New Line Cinema,04-04-03,DE,109,44350926,Released,A Man Apart,5.8,258
37000000,Drama,love triangle,en,Scott Rudin Productions,27-05-15,US,105,26250020,Released,Aloha,5.2,692
0,History,assassin,en,Columbia Pictures,20-12-96,US,130,0,Released,Ghosts of Mississippi,6.2,40
0,Drama,journalist,en,Universal Pictures,22-12-99,US,127,0,Released,Snow Falling on Cedars,6.3,32
37000000,Drama,vatican,en,New Line Cinema,28-01-11,US,114,96047633,Released,The Rite,5.8,556
36000000,Thriller,paraplegic,en,Columbia Pictures,07-09-97,US,106,12532777,Released,Gattaca,7.5,1808
36000000,Drama,autism,de,Universal Pictures,28-01-00,US,95,3003296,Released,Isn't She Great,4.6,14
37000000,Animation,space marine,en,Starz Media,17-07-08,US,81,63800345,Released,Space Chimps,5.2,99
0,Comedy,usa,en,DreamWorks SKG,01-01-03,US,95,0,Released,Head of State,5.3,71
35000000,Comedy,underwear,en,Legendary Pictures,05-06-09,DE,100,459270619,Released,The Hangover,7.2,6173
36000000,Action,biography,cn,Mandarin Films Distribution Co.,19-12-15,HK,105,156844753,Released,Ip Man 3,6.5,379
33000000,Adventure,saving the world,en,New Line Cinema,08-06-99,US,95,310940086,Released,Austin Powers: The Spy Who Shagged Me,6.2,1011
35000000,Fantasy,double life,en,PolyGram Filmed Entertainment,23-06-89,GB,126,411348924,Released,Batman,7,2096
0,Drama,spanish civil war,en,,25-03-11,,112,0,Released,There Be Dragons,5.9,27
35000000,Adventure,rookie cop,en,Silver Pictures,15-05-92,US,118,321731527,Released,Lethal Weapon 3,6.4,811
29000000,Drama,american football,en,Alcon Entertainment,20-11-09,US,129,309208309,Released,The Blind Side,7.2,1597
35000000,Action,double life,en,Dimension Films,18-03-01,US,88,147934180,Released,Spy Kids,5.5,867
35000000,Comedy,conspiracy of murder,en,New Line Cinema,08-07-11,US,98,117000000,Released,Horrible Bosses,6.5,2277
38000000,Drama,loss of father,en,Paramount Pictures,22-12-10,US,110,252276927,Released,True Grit,7.2,1668
35000000,Comedy,paris,en,Twentieth Century Fox Film Corporation,30-06-06,US,109,326551094,Released,The Devil Wears Prada,7,3088
35000000,Science Fiction,artificial intelligence,en,Paramount Pictures,06-12-79,US,132,139000000,Released,Star Trek: The Motion Picture,6.2,530
35000000,Comedy,,en,Stuber Productions,07-02-13,US,111,173965010,Released,Identity Thief,5.6,1645
35000000,Crime,prison,en,Universal Pictures,15-11-91,US,128,182300000,Released,Cape Fear,7,675
35000000,Drama,gambling,en,Columbia Pictures,27-03-08,US,123,69823199,Released,21,6.5,1375
35000000,Comedy,alcohol,en,Universal Pictures,17-07-15,US,125,140795793,Released,Trainwreck,5.9,1181
35000000,Comedy,black people,en,Columbia Pictures,25-03-05,US,105,68915888,Released,Guess Who,5.5,225
27000000,Drama,cairo,en,Miramax Films,14-11-96,GB,162,231976425,Released,The English Patient,7,542
35000000,Crime,corruption,en,Regency Enterprises,19-09-97,US,138,126216940,Released,L.A. Confidential,7.7,1310
35000000,Adventure,hero,en,Walt Disney Pictures,29-07-05,US,100,86369815,Released,Sky High,5.8,550
35000000,Comedy,gay,en,Paramount Pictures,10-09-97,US,90,0,Released,In & Out,6.3,177
35000000,Science Fiction,telepathy,en,Metro-Goldwyn-Mayer (MGM),07-07-95,US,108,113374103,Released,Species,5.5,453
1800000,Horror,child murderer,en,New Line Cinema,14-11-84,US,91,25504513,Released,A Nightmare on Elm Street,7.2,1180
33000000,Horror,drowning,en,New Line Cinema,17-08-00,DE,107,104155843,Released,The Cell,6,436
0,Action,france,en,United Artists Corporation,12-03-98,GB,132,0,Released,The Man in the Iron Mask,6.3,1018
35000000,Drama,horse race,en,Walt Disney Pictures,20-08-10,US,123,60251371,Released,Secretariat,6.8,103
34000000,Adventure,new york,en,The Weinstein Company,23-03-07,US,90,95608995,Released,TMNT,6,345
32000000,Drama,biography,en,Revolution Studios,24-10-03,US,109,52277485,Released,Radio,6.8,141
35000000,Romance,funeral,en,Castle Rock Entertainment,21-07-11,US,109,150483765,Released,Friends with Benefits,6.5,2237
35000000,Comedy,alcohol,en,Universal Pictures,04-05-16,US,91,108758521,Released,Neighbors 2: Sorority Rising,5.6,1462
35000000,Comedy,biography,en,Walt Disney Pictures,16-11-13,AU,125,112544580,Released,Saving Mr. Banks,7.3,1226
34000000,Drama,islam,en,JVC Entertainment,18-11-92,US,202,48169908,Released,Malcolm X,7.2,370
35000000,Comedy,wife husband relationship,en,Apatow Productions,20-12-12,US,134,88058786,Released,This Is 40,5.6,896
35000000,Comedy,japanese,en,Walt Disney Pictures,24-11-09,US,88,92219310,Released,Old Dogs,5.2,210
35000000,Fantasy,prison,en,Lakeshore Entertainment,22-01-09,US,92,91353501,Released,Underworld: Rise of the Lycans,6.2,1428
35000000,Comedy,new love,en,Village Roadshow Pictures,04-07-07,AU,91,69307224,Released,License to Wed,5.2,253
